LAT,LON,ORIENTX,ORIENTY,ORIENTZ,ORIENTW,STEER,THR
24.9978305267334,121.32344092236328,0.009572982187758712,0.0028522639788363417,-0.9994342434530019,-0.032115659976925115,-103.0,0.0
24.997828619384766,121.32344092236328,0.01016124872200126,0.0029145256974247285,-0.9994457264376118,-0.03156730064423113,-103.0,0.0
24.997826712036133,121.32344092236328,0.010093641920350551,0.0029172779531122946,-0.9994083831211744,-0.03274891798591063,-194.0,0.0
24.99783243408203,121.32344092236328,0.006638329132006067,0.014156125339338969,-0.9994226304513991,-0.030165252250205467,-221.0,90.0
24.99783243408203,121.32343329296874,0.010969472623766966,0.00843545308787518,-0.9406219422306087,-0.33917381325196083,226.5,0.0
24.997836248779297,121.32343329296874,0.01009267906671138,0.002736947664100958,-0.9991372623734401,-0.04019176387828201,147.0,0.0
24.99783815612793,121.32343329296874,0.007726972740360813,0.011739510854930026,-0.9995509237269841,-0.02646561266416066,-213.0,88.0
24.99783815612793,121.32342566357421,0.011554810455508916,0.006281794740425891,-0.9840131196218088,-0.17760970081144825,-380.5,33.0
24.997840063476563,121.32342566357421,0.008437530004041663,0.008530774381322631,-0.9995106894904552,-0.02888625226990751,-442.0,86.0
24.997841970825196,121.32342566357421,0.009151435083466726,0.007826634203123314,-0.9994905701719302,-0.029556643421633427,-1008.0,86.0
24.99784387817383,121.32342566357421,0.009717481404546133,0.007166523906622489,-0.9994298987967338,-0.03152917508274334,-1145.0,83.0
24.99784387817383,121.32341803417968,0.013369531502087808,0.0029724246280148398,-0.9989472410686773,-0.043781615782463625,-888.0,66.0
24.99784578552246,121.32341803417968,0.01018979743671312,0.005690423107104568,-0.9992184575040131,-0.037765874759652596,-1585.0,83.0
24.997847692871094,121.32341803417968,0.010994683411625973,0.005131015476506492,-0.9991801187957894,-0.03862486013036048,-2182.0,84.0
24.997849600219727,121.32341803417968,0.012297071247704036,0.004199417402933985,-0.9990290013382154,-0.042097522698764815,-2182.0,84.0
24.99785150756836,121.32341040478515,0.012319448044497203,0.0035451287390298545,-0.9807272496953212,-0.19496082931490002,-1209.5,90.0
24.997853414916992,121.32341040478515,0.01492348503859327,0.0033792601233901083,-0.9985313719441087,-0.051970851818469645,-2527.0,80.0
24.997855322265625,121.32341040478515,0.00889136626896635,0.0068758965519170375,-0.907588524556931,-0.4197102997843293,-386.0,0.0
24.997857229614258,121.32340277539062,0.017152287961071468,0.003498693406779936,-0.9973648265977789,-0.0704056874671958,-1053.0,77.0
24.99785913696289,121.32340277539062,0.009929386842343391,0.007743612865372451,-0.9125084796786849,-0.408863936109828,-176.0,0.0
24.997861044311524,121.32339514599609,0.017199983770660933,0.005314545458781211,-0.9438481553816574,-0.3298887323742632,-325.0,62.0
24.997862951660156,121.32339514599609,0.016744817929310273,0.004859751906423241,-0.9776319103898382,-0.20959924062705357,489.5,62.0
24.99786485900879,121.32339514599609,0.015368215021439773,0.004067106922236262,-0.9970069104071506,-0.07566040714089446,3451.0,61.0
24.997866766357422,121.32338751660156,0.014295135043046784,0.0031975367368242474,-0.9968345875348386,-0.07814236985890509,-144.0,92.5
24.997868673706055,121.32338751660156,0.010441796312475046,0.005586444207641359,-0.9800124124371257,-0.19858356427471258,1372.5,52.0
24.997870581054688,121.32338751660156,0.009913203975941458,0.004865907331150327,-0.981508585360369,-0.1910993150083566,999.0,37.5
24.99787248840332,121.32337988720703,0.011625758323809849,0.0067888305106855356,-0.9816359993459871,-0.19028798782818312,-250.0,41.5
24.997876303100586,121.32337988720703,0.012175616717437034,-0.0010739376048857867,-0.9996874147734116,-0.021809946337014587,554.0,0.0
24.99787821044922,121.3233722578125,0.011020944834577925,0.010481131508091497,-0.9510244794842533,-0.30874119271481804,-581.0,57.0
24.997880117797852,121.3233722578125,0.019208745177375808,0.0071430225455476285,-0.9434090532655149,-0.33099752197605514,-411.0,0.0
24.997882025146485,121.3233722578125,0.016820151876752985,-0.00166480744147001,-0.9998376563967867,-0.006242736419779724,-2357.0,0.0
24.997883932495117,121.3233722578125,0.017402025965895514,-0.0025180869999129386,-0.9998240242850116,-0.0065382866767874,-1845.0,0.0
24.99788583984375,121.32336462841796,0.018080284937968465,0.0031426546805588857,-0.9844718002130497,-0.17458093138541167,-833.0,15.0
24.997887747192383,121.32336462841796,0.021570661335188323,-0.0020604803057938568,-0.999665395256448,-0.014126518227846234,-1978.0,0.0
24.997889654541016,121.32336462841796,0.022363886550769818,-0.001592079942405503,-0.9995806280471211,-0.018327299111553275,-2121.0,0.0
24.997889654541016,121.32335699902343,0.017166592444239074,0.00590002486786315,-0.9834225759290903,-0.18041766810211418,-1380.5,0.0
24.99789156188965,121.32335699902343,0.016315902115662747,0.0066362316429126435,-0.9427746140796537,-0.3329651315298552,-2075.0,0.0
24.99789346923828,121.32335699902343,0.02344359874345215,0.00031430455875075265,-0.9992223865305578,-0.031700491270276354,-621.0,0.0
24.997895376586914,121.3233493696289,0.018944204830043342,0.00505061724907862,-0.9840215346612152,-0.17696674176733762,-377.0,34.0
24.997897283935547,121.3233493696289,0.019955728573327846,0.007371831407451284,-0.9437848940633412,-0.32987497440190217,-345.0,67.0
24.99789919128418,121.3233493696289,0.019988131561548852,0.004121385317794298,-0.9797095477825566,-0.19938076828881657,-202.0,73.5
24.997901098632813,121.32334174023437,0.01823070233436778,0.006960289182974993,-0.9506916237669092,-0.3095232339685061,-66.0,54.0
24.997903005981446,121.32334174023437,0.01734824211770544,0.006526436105292542,-0.949893185381481,-0.3120246472524441,-66.0,56.0
24.99790491333008,121.32334174023437,0.015616825778497595,0.005119423747168822,-0.999765958360125,-0.014068928792259116,-66.0,41.0
24.99790682067871,121.32333411083984,0.017890488454035996,0.004997688918853212,-0.9854782085183673,-0.16878286069318701,-325.0,77.5
24.997908728027344,121.32333411083984,0.018071318176465633,0.004441036938326089,-0.9873512847668351,-0.15745204069670748,-371.0,64.0
24.997910635375977,121.32333411083984,0.017330482998396207,0.005767309660071141,-0.9556776877272546,-0.29384783422481653,-373.0,55.0
24.99791254272461,121.32333411083984,0.01773978107061666,0.0038352225074584534,-0.9997934864624665,-0.009141972604998458,-452.0,57.0
24.997914450073242,121.3233264814453,0.009090655753518957,0.011442529252711536,-0.9553110372836618,-0.29524100417503946,-1413.5,0.0
24.997916357421875,121.3233264814453,0.013473680565912747,0.010235645055793224,-0.9998376182313677,0.006199086362148229,-641.0,58.0
24.997918264770508,121.3233264814453,0.012331294794072531,0.010546144697375328,-0.9997692328777884,0.014078316365320833,-621.0,59.0
24.99792017211914,121.3233264814453,0.016068892129256083,0.004585173348484486,-0.9497458373641375,-0.31257576889547234,-1028.0,73.0
24.99792017211914,121.32331885205078,0.014936484088929619,0.008119287368430298,-0.9531528601881416,-0.3020109331313274,-1026.0,55.0
24.997922079467774,121.32331885205078,0.014423456132627835,0.008402735093859179,-0.9885854129983509,-0.14973389450292413,-1740.0,57.0
24.997923986816406,121.32331885205078,0.014588340386817809,0.0077424972057709915,-0.9895648488433524,-0.14313854825102068,-1768.0,55.0
24.99792589416504,121.32331122265624,0.017882654015539304,0.00602377094278026,-0.948920313003319,-0.31495105086135594,-1808.5,0.0
24.997927801513672,121.32331122265624,0.018812817800666577,0.006554586580753722,-0.9857489427526966,-0.16703932813291264,-818.0,0.0
24.997929708862305,121.32331122265624,0.013457657028540689,0.00715383496617426,-0.9565232432941768,-0.29125761646790926,-514.0,56.0
24.997931616210938,121.32331122265624,0.005809056038562885,0.013516160358372867,-0.9559688459316414,-0.2930991877935405,-320.0,86.0
24.997931616210938,121.32330359326171,0.020202016366216685,0.005044983442679035,-0.9823307213451034,-0.18599134543954193,-857.0,54.0
24.99793352355957,121.32330359326171,0.018528456002508135,0.006033030359116035,-0.9445034002632537,-0.32792320099986977,-897.0,54.0
24.997935430908203,121.32330359326171,0.011786430004628451,0.007895222336836134,-0.9853735470795735,-0.1698167195767759,-283.0,33.5
24.997937338256836,121.32330359326171,0.008293926969935382,0.011855202287030592,-0.9512194457031627,-0.308175649703734,-607.0,0.0
24.997937338256836,121.32329596386718,0.019747832204481584,0.004674366046616123,-0.9463943288592807,-0.3223754763133784,-607.0,5.0
24.99793924560547,121.32329596386718,0.01569476807367028,0.008284307066464396,-0.9842342073305012,-0.17597746910341078,-607.0,41.5
24.997941152954102,121.32329596386718,0.014082892372834324,0.008217865089895268,-0.9502022314142814,-0.3112070986515255,-3617.0,0.0
24.997943060302735,121.32329596386718,0.016540543389447465,0.006099007499372223,-0.9485007230818276,-0.31628403507789415,-3234.0,0.0
24.997943060302735,121.32328833447265,0.01321576370315954,0.011104070594521892,-0.9997038660602436,-0.01715294115238041,-791.0,79.0
24.997946875,121.32328833447265,0.018904591839869287,0.004512857155380925,-0.9462906922493098,-0.3227323601530921,-391.0,14.0
24.997948782348633,121.32328070507812,0.014937373403413893,0.004913036686294836,-0.9870671167534929,-0.1595344601340807,-465.0,0.0
24.997950689697266,121.32328070507812,0.015862596735227264,0.0037651379791709505,-0.9871306450510031,-0.159082655754812,-646.5,0.0
24.9979525970459,121.32328070507812,0.01612501431656147,0.0019518904418222337,-0.9863266796643237,-0.16399955798520938,-673.0,8.0
24.99795450439453,121.32328070507812,0.017656791829868682,0.001022082356194629,-0.9996573135037427,-0.019298927649322988,-2075.0,0.0
